,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,HOME_TEAM_WINS,HOME_TEAM_SEASON_WINS,HOME_TEAM_SEASON_LOSSES,VISITOR_TEAM_SEASON_WINS,VISITOR_TEAM_SEASON_LOSSES,HOME_TEAM_BREAK,VISITOR_TEAM_BREAK,HOME_TEAM_LAST_SEASON_W_PCT,VISITOR_TEAM_LAST_SEASON_W_PCT,HOME_TEAM_2_SEASONS_AGO_W_PCT,VISITOR_TEAM_2_SEASONS_AGO_W_PCT,HOME_TEAM_LAST_GAME_WON,VISITOR_TEAM_LAST_GAME_WON,HOME_TEAM_LAST_5_GAMES_W_PCT,VISITOR_TEAM_LAST_5_GAMES_W_PCT,HOME_TEAM_LAST_10_GAMES_W_PCT,VISITOR_TEAM_LAST_10_GAMES_W_PCT
4141,2019-11-22,21900217,Brooklyn,Sacramento,2020,1,7,8,6,8,2.0,3.0,0.51,0.48,0.34,0.33,1,1,0.4,0.8,0.5,0.6
4142,2019-11-21,21900213,Milwaukee,Portland,2020,1,12,3,5,11,1.0,2.0,0.73,0.65,0.54,0.6,1,0,1.0,0.2,0.8999999999999999,0.2
4143,2019-11-21,21900214,Phoenix,New Orleans,2020,0,7,7,6,9,2.0,2.0,0.23,0.4,0.26,0.58,0,1,0.4,0.6000000000000001,0.5,0.5
4144,2019-11-20,21900207,Toronto,Orlando,2020,1,10,4,6,8,2.0,3.0,0.71,0.51,0.72,0.3,1,1,0.6000000000000001,0.8,0.7,0.5
4145,2019-11-20,21900212,L.A. Clippers,Boston,2020,1,10,5,11,3,2.0,2.0,0.58,0.6,0.51,0.67,1,1,0.6000000000000001,0.8,0.6,0.8999999999999999
4146,2019-11-20,21900211,Denver,Houston,2020,1,10,3,11,4,3.0,2.0,0.66,0.65,0.56,0.79,1,1,0.8,1.0,0.7,0.7999999999999999
4147,2019-11-20,21900210,Minnesota,Utah,2020,0,8,7,9,5,2.0,2.0,0.44,0.61,0.57,0.58,1,0,0.6000000000000001,0.6000000000000001,0.5,0.6
4148,2019-11-20,21900209,Chicago,Detroit,2020,1,5,10,4,10,2.0,5.0,0.27,0.5,0.33,0.48,0,0,0.2,0.2,0.30000000000000004,0.30000000000000004
4149,2019-11-20,21900208,Dallas,Golden State,2020,1,9,5,3,13,2.0,1.0,0.4,0.69,0.29,0.71,1,1,0.6000000000000001,0.2,0.6,0.2
4150,2019-11-20,21900205,Brooklyn,Charlotte,2020,1,6,8,6,9,2.0,2.0,0.51,0.48,0.34,0.44,0,0,0.2,0.4,0.4,0.5
4151,2019-11-20,21900206,Miami,Cleveland,2020,1,10,3,4,10,4.0,2.0,0.48,0.23,0.54,0.61,1,0,0.8,0.2,0.7,0.30000000000000004
4152,2019-11-20,21900204,Atlanta,Milwaukee,2020,0,4,10,11,3,3.0,2.0,0.35,0.73,0.29,0.54,0,1,0.2,0.8,0.2,0.7999999999999999
4153,2019-11-20,21900203,Washington,San Antonio,2020,1,4,8,5,10,3.0,2.0,0.39,0.58,0.52,0.57,0,0,0.2,0.0,0.30000000000000004,0.2
4154,2019-11-20,21900202,Philadelphia,New York,2020,1,9,5,4,11,3.0,2.0,0.62,0.21,0.63,0.35,1,1,0.6000000000000001,0.4,0.5,0.30000000000000004
4155,2019-11-19,21900198,Memphis,Golden State,2020,0,5,9,3,12,2.0,2.0,0.4,0.69,0.27,0.71,0,0,0.6000000000000001,0.0,0.4,0.1
4156,2019-11-19,21900199,New Orleans,Portland,2020,1,5,9,5,10,2.0,1.0,0.4,0.65,0.58,0.6,1,0,0.6000000000000001,0.4,0.4,0.30000000000000004
4157,2019-11-19,21900200,Sacramento,Phoenix,2020,1,6,7,7,6,2.0,1.0,0.48,0.23,0.33,0.26,1,0,0.6000000000000001,0.4,0.5,0.6
4158,2019-11-19,21900201,L.A. Lakers,Oklahoma City,2020,1,12,2,5,9,2.0,1.0,0.45,0.6,0.43,0.58,1,0,0.8,0.4,0.8999999999999999,0.4
4159,2019-11-18,21900194,Dallas,San Antonio,2020,1,8,5,5,9,2.0,2.0,0.4,0.58,0.29,0.57,1,0,0.4,0.0,0.5,0.2
4160,2019-11-18,21900196,Utah,Minnesota,2020,0,8,5,8,6,3.0,2.0,0.61,0.44,0.58,0.57,0,0,0.8,0.4,0.7,0.4
4161,2019-11-18,21900197,L.A. Clippers,Oklahoma City,2020,1,9,5,5,8,2.0,3.0,0.58,0.6,0.51,0.58,1,1,0.6000000000000001,0.4,0.6,0.5
4162,2019-11-18,21900192,Chicago,Milwaukee,2020,0,4,10,10,3,2.0,2.0,0.27,0.73,0.33,0.54,0,1,0.4,0.8,0.30000000000000004,0.7999999999999999
4163,2019-11-18,21900193,Houston,Portland,2020,1,11,3,5,9,2.0,2.0,0.65,0.65,0.79,0.6,1,1,1.0,0.4,0.7999999999999999,0.30000000000000004
4164,2019-11-18,21900195,Phoenix,Boston,2020,0,7,5,11,2,4.0,1.0,0.23,0.6,0.26,0.67,1,0,0.6000000000000001,0.8,0.6,0.8999999999999999
4165,2019-11-18,21900191,Toronto,Charlotte,2020,1,9,4,6,8,2.0,2.0,0.71,0.48,0.72,0.44,0,1,0.6000000000000001,0.4,0.7,0.5
4166,2019-11-18,21900190,Brooklyn,Indiana,2020,0,5,8,8,6,2.0,2.0,0.51,0.58,0.34,0.58,1,0,0.4,0.6000000000000001,0.4,0.7
4167,2019-11-18,21900189,New York,Cleveland,2020,1,4,10,4,9,2.0,1.0,0.21,0.23,0.35,0.61,0,0,0.4,0.4,0.30000000000000004,0.30000000000000004
4168,2019-11-17,21900183,Cleveland,Philadelphia,2020,0,4,8,8,5,3.0,2.0,0.23,0.62,0.61,0.63,0,0,0.4,0.4,0.4,0.5
4169,2019-11-17,21900184,Sacramento,Boston,2020,1,5,7,10,2,2.0,2.0,0.48,0.6,0.33,0.67,0,1,0.6000000000000001,1.0,0.4,0.9999999999999999
4170,2019-11-17,21900185,Orlando,Washington,2020,1,6,7,3,8,2.0,2.0,0.51,0.39,0.3,0.52,1,1,0.6000000000000001,0.4,0.4,0.30000000000000004
4171,2019-11-17,21900186,Memphis,Denver,2020,0,5,8,9,3,2.0,3.0,0.4,0.66,0.27,0.56,1,1,0.6000000000000001,0.8,0.5,0.7
4172,2019-11-17,21900187,New Orleans,Golden State,2020,1,4,9,2,12,1.0,2.0,0.4,0.69,0.58,0.71,0,0,0.4,0.0,0.30000000000000004,0.1
4173,2019-11-17,21900188,L.A. Lakers,Atlanta,2020,1,11,2,4,9,2.0,1.0,0.45,0.35,0.43,0.29,1,0,0.8,0.2,0.8999999999999999,0.2
4174,2019-11-16,21900182,L.A. Clippers,Atlanta,2020,1,8,5,4,8,2.0,2.0,0.58,0.35,0.51,0.29,0,0,0.4,0.2,0.5,0.30000000000000004
4175,2019-11-16,21900178,Miami,New Orleans,2020,1,9,3,3,9,2.0,2.0,0.48,0.4,0.54,0.58,1,1,0.6000000000000001,0.4,0.7,0.30000000000000004
4176,2019-11-16,21900181,San Antonio,Portland,2020,0,5,8,5,8,1.0,3.0,0.58,0.65,0.57,0.6,0,0,0.2,0.2,0.30000000000000004,0.30000000000000004
4177,2019-11-16,21900180,Dallas,Toronto,2020,1,7,5,8,4,2.0,3.0,0.4,0.71,0.29,0.72,0,1,0.4,0.8,0.5,0.7
4178,2019-11-16,21900179,Minnesota,Houston,2020,0,7,6,10,3,1.0,1.0,0.44,0.65,0.57,0.79,0,1,0.6000000000000001,1.0,0.5,0.7999999999999999
4179,2019-11-16,21900176,Indiana,Milwaukee,2020,0,7,6,9,3,1.0,2.0,0.58,0.73,0.58,0.54,0,1,0.8,0.8,0.7,0.7
4180,2019-11-16,21900177,New York,Charlotte,2020,0,3,10,6,7,2.0,1.0,0.21,0.48,0.35,0.44,1,1,0.4,0.2,0.30000000000000004,0.4
4181,2019-11-16,21900175,Chicago,Brooklyn,2020,0,4,9,5,7,2.0,2.0,0.27,0.51,0.33,0.34,0,0,0.4,0.4,0.30000000000000004,0.4
4182,2019-11-15,21900170,Memphis,Utah,2020,1,5,7,8,4,2.0,3.0,0.4,0.61,0.27,0.58,1,1,0.6000000000000001,0.8,0.4,0.7
4183,2019-11-15,21900174,L.A. Lakers,Sacramento,2020,1,10,2,4,7,2.0,3.0,0.45,0.48,0.43,0.33,1,1,0.8,0.8,0.8999999999999999,0.4
4184,2019-11-15,21900172,Oklahoma City,Philadelphia,2020,1,5,7,7,5,3.0,2.0,0.6,0.62,0.58,0.63,0,0,0.4,0.4,0.4,0.6
4185,2019-11-15,21900171,Minnesota,Washington,2020,0,7,5,3,7,2.0,2.0,0.44,0.39,0.57,0.52,1,0,0.6000000000000001,0.2,0.6,0.30000000000000004
4186,2019-11-15,21900173,Golden State,Boston,2020,0,2,11,10,1,2.0,2.0,0.69,0.6,0.71,0.67,0,1,0.0,1.0,0.2,0.8999999999999999
4187,2019-11-15,21900169,Houston,Indiana,2020,1,9,3,7,5,2.0,3.0,0.65,0.58,0.79,0.58,1,1,1.0,0.8,0.7999999999999999,0.7
4188,2019-11-15,21900168,Orlando,San Antonio,2020,1,5,7,5,7,2.0,2.0,0.51,0.58,0.3,0.57,1,0,0.4,0.2,0.30000000000000004,0.4
4189,2019-11-15,21900167,Charlotte,Detroit,2020,1,5,7,4,9,2.0,3.0,0.48,0.5,0.44,0.48,0,0,0.2,0.2,0.30000000000000004,0.30000000000000004
4190,2019-11-14,21900161,Cleveland,Miami,2020,0,4,7,8,3,2.0,2.0,0.23,0.48,0.61,0.54,0,1,0.4,0.6000000000000001,0.4,0.7
4191,2019-11-14,21900162,New York,Dallas,2020,1,3,9,6,5,2.0,3.0,0.21,0.4,0.35,0.29,0,0,0.2,0.6000000000000001,0.2,0.6
4192,2019-11-14,21900163,Milwaukee,Chicago,2020,1,8,3,4,8,4.0,2.0,0.73,0.27,0.54,0.33,1,1,0.8,0.4,0.7,0.4
4193,2019-11-14,21900164,New Orleans,L.A. Clippers,2020,1,3,8,7,5,3.0,1.0,0.4,0.58,0.58,0.51,0,0,0.2,0.6000000000000001,0.2,0.6
4194,2019-11-14,21900165,Phoenix,Atlanta,2020,1,7,4,4,7,2.0,2.0,0.23,0.35,0.26,0.29,0,1,0.6000000000000001,0.4,0.6,0.4
4195,2019-11-14,21900166,Denver,Brooklyn,2020,1,8,3,4,7,2.0,2.0,0.66,0.51,0.56,0.34,0,0,0.8,0.4,0.7,0.4
4196,2019-11-13,21900157,Houston,L.A. Clippers,2020,1,8,3,7,4,2.0,2.0,0.65,0.58,0.79,0.51,1,1,0.8,0.8,0.7,0.7
4197,2019-11-13,21900160,Portland,Toronto,2020,0,4,8,8,3,1.0,2.0,0.65,0.71,0.6,0.72,0,0,0.2,0.6000000000000001,0.4,0.7
4198,2019-11-13,21900159,L.A. Lakers,Golden State,2020,1,9,2,2,10,1.0,2.0,0.45,0.69,0.43,0.71,1,0,0.8,0.2,0.7999999999999999,0.2
4199,2019-11-13,21900158,Minnesota,San Antonio,2020,1,7,4,5,6,2.0,2.0,0.44,0.58,0.57,0.57,1,0,0.4,0.2,0.6,0.5
4200,2019-11-13,21900156,Boston,Washington,2020,1,9,1,2,7,2.0,5.0,0.6,0.39,0.67,0.52,1,0,1.0,0.2,0.8999999999999999,0.30000000000000004
4201,2019-11-13,21900154,Charlotte,Memphis,2020,0,4,7,4,7,3.0,2.0,0.48,0.4,0.44,0.27,0,1,0.4,0.4,0.4,0.30000000000000004
4202,2019-11-13,21900155,Orlando,Philadelphia,2020,1,4,7,7,4,3.0,1.0,0.51,0.62,0.3,0.63,0,1,0.2,0.4,0.30000000000000004,0.7
4203,2019-11-12,21900152,Utah,Brooklyn,2020,1,8,3,4,6,1.0,2.0,0.61,0.51,0.58,0.34,1,0,0.6000000000000001,0.6000000000000001,0.7,0.4
4204,2019-11-12,21900149,Chicago,New York,2020,1,4,7,2,9,3.0,2.0,0.27,0.21,0.33,0.35,0,0,0.4,0.2,0.30000000000000004,0.2
4205,2019-11-12,21900153,Sacramento,Portland,2020,1,4,6,4,7,4.0,2.0,0.48,0.65,0.33,0.6,1,1,0.6000000000000001,0.2,0.4,0.4
4206,2019-11-12,21900151,Phoenix,L.A. Lakers,2020,0,6,4,8,2,2.0,2.0,0.23,0.45,0.26,0.43,1,0,0.8,0.8,0.6,0.7
4207,2019-11-12,21900150,Denver,Atlanta,2020,0,7,3,4,6,2.0,2.0,0.66,0.35,0.56,0.29,1,0,0.8,0.2,0.7999999999999999,0.30000000000000004
4208,2019-11-12,21900148,Miami,Detroit,2020,1,7,3,4,8,4.0,1.0,0.48,0.5,0.54,0.48,0,0,0.6000000000000001,0.4,0.6,0.30000000000000004
4209,2019-11-12,21900147,Philadelphia,Cleveland,2020,1,7,3,4,6,2.0,2.0,0.62,0.23,0.63,0.61,1,1,0.4,0.4,0.6,0.4
4210,2019-11-12,21900146,Indiana,Oklahoma City,2020,1,7,4,4,7,2.0,2.0,0.58,0.6,0.58,0.58,1,0,0.8,0.6000000000000001,0.6,0.4
4211,2019-11-11,21900145,L.A. Clippers,Toronto,2020,1,7,3,7,3,4.0,1.0,0.58,0.71,0.51,0.72,1,1,0.6000000000000001,0.8,0.6,0.7999999999999999
4212,2019-11-11,21900140,Detroit,Minnesota,2020,0,4,7,6,4,3.0,1.0,0.5,0.44,0.48,0.57,0,0,0.4,0.4,0.4,0.5
4213,2019-11-11,21900141,Boston,Dallas,2020,1,8,1,6,4,2.0,2.0,0.6,0.4,0.67,0.29,1,1,1.0,0.6000000000000001,0.8999999999999999,0.7
4214,2019-11-11,21900143,San Antonio,Memphis,2020,0,5,5,3,7,2.0,2.0,0.58,0.4,0.57,0.27,0,0,0.4,0.2,0.6,0.2
4215,2019-11-11,21900142,New Orleans,Houston,2020,0,2,8,7,3,2.0,2.0,0.4,0.65,0.58,0.79,1,1,0.4,0.6000000000000001,0.30000000000000004,0.7
4216,2019-11-11,21900144,Golden State,Utah,2020,0,2,9,7,3,2.0,3.0,0.69,0.61,0.71,0.58,0,1,0.2,0.6000000000000001,0.2,0.6
4217,2019-11-10,21900137,Phoenix,Brooklyn,2020,1,6,3,4,5,3.0,2.0,0.23,0.51,0.26,0.34,0,1,0.6000000000000001,0.6000000000000001,0.6,0.5
4218,2019-11-10,21900135,Oklahoma City,Milwaukee,2020,0,4,6,7,3,1.0,2.0,0.6,0.73,0.58,0.54,1,0,0.6000000000000001,0.8,0.4,0.7
4219,2019-11-10,21900139,L.A. Lakers,Toronto,2020,0,7,2,7,2,2.0,2.0,0.45,0.71,0.43,0.72,1,1,1.0,0.8,0.7999999999999999,0.7
4220,2019-11-10,21900136,New York,Cleveland,2020,0,2,8,4,5,2.0,2.0,0.21,0.23,0.35,0.61,1,1,0.2,0.4,0.2,0.30000000000000004
4221,2019-11-10,21900138,Portland,Atlanta,2020,1,4,6,3,6,2.0,2.0,0.65,0.35,0.6,0.29,0,0,0.2,0.2,0.30000000000000004,0.4
4222,2019-11-10,21900134,Philadelphia,Charlotte,2020,1,6,3,4,6,2.0,1.0,0.62,0.48,0.63,0.44,0,0,0.4,0.6000000000000001,0.6,0.4
4223,2019-11-10,21900132,Minnesota,Denver,2020,0,5,4,7,2,2.0,2.0,0.44,0.66,0.57,0.56,1,1,0.4,0.6000000000000001,0.6,0.7999999999999999
4224,2019-11-10,21900133,Orlando,Indiana,2020,0,3,7,6,4,2.0,2.0,0.51,0.58,0.3,0.58,1,1,0.2,0.8,0.30000000000000004,0.5
4225,2019-11-09,21900127,San Antonio,Boston,2020,0,5,4,7,1,2.0,2.0,0.58,0.6,0.57,0.67,1,1,0.4,1.0,0.7,0.8999999999999999
4226,2019-11-09,21900128,Charlotte,New Orleans,2020,0,4,5,2,7,2.0,1.0,0.48,0.4,0.44,0.58,0,0,0.6000000000000001,0.2,0.5,0.30000000000000004
4227,2019-11-09,21900129,Chicago,Houston,2020,0,3,7,6,3,3.0,3.0,0.27,0.65,0.33,0.79,1,1,0.4,0.6000000000000001,0.4,0.6
4228,2019-11-09,21900130,Memphis,Dallas,2020,0,2,7,6,3,1.0,1.0,0.4,0.4,0.27,0.29,0,0,0.2,0.6000000000000001,0.30000000000000004,0.7
4229,2019-11-09,21900131,Oklahoma City,Golden State,2020,1,4,5,2,8,2.0,1.0,0.6,0.69,0.58,0.71,0,0,0.4,0.2,0.30000000000000004,0.30000000000000004
4230,2019-11-08,21900120,Minnesota,Golden State,2020,1,5,3,2,7,2.0,2.0,0.44,0.69,0.57,0.71,0,0,0.4,0.2,0.5,0.30000000000000004
4231,2019-11-08,21900125,Portland,Brooklyn,2020,0,3,6,4,4,1.0,4.0,0.65,0.51,0.6,0.34,0,1,0.2,0.4,0.4,0.5
4232,2019-11-08,21900124,Utah,Milwaukee,2020,1,6,3,6,3,2.0,2.0,0.61,0.73,0.58,0.54,1,1,0.6000000000000001,0.8,0.5,0.7999999999999999
4233,2019-11-08,21900123,Denver,Philadelphia,2020,1,6,2,5,3,3.0,2.0,0.66,0.62,0.56,0.63,1,0,0.6000000000000001,0.6000000000000001,0.7999999999999999,0.7
4234,2019-11-08,21900122,Dallas,New York,2020,0,5,3,2,7,2.0,2.0,0.4,0.21,0.29,0.35,1,0,0.6000000000000001,0.2,0.7,0.1
4235,2019-11-08,21900121,New Orleans,Toronto,2020,0,1,7,6,2,4.0,2.0,0.4,0.71,0.58,0.72,0,1,0.2,0.8,0.4,0.6
4236,2019-11-08,21900116,Indiana,Detroit,2020,1,5,4,4,6,2.0,2.0,0.58,0.5,0.58,0.48,1,1,0.8,0.4,0.5,0.5
4237,2019-11-08,21900119,Atlanta,Sacramento,2020,0,3,5,3,6,2.0,2.0,0.35,0.48,0.29,0.33,0,0,0.2,0.4,0.4,0.4
4238,2019-11-08,21900118,Washington,Cleveland,2020,0,2,6,3,5,2.0,3.0,0.39,0.23,0.52,0.61,0,0,0.2,0.2,0.4,0.2
4239,2019-11-08,21900117,Orlando,Memphis,2020,1,3,6,2,6,2.0,2.0,0.51,0.4,0.3,0.27,0,1,0.2,0.4,0.2,0.30000000000000004
4240,2019-11-08,21900126,L.A. Lakers,Miami,2020,1,7,1,6,3,3.0,1.0,0.45,0.48,0.43,0.54,1,1,1.0,0.8,0.7999999999999999,0.7
4241,2019-11-07,21900113,San Antonio,Oklahoma City,2020,1,5,3,3,5,2.0,2.0,0.58,0.6,0.57,0.58,0,1,0.4,0.6000000000000001,0.6,0.4
4242,2019-11-07,21900114,Phoenix,Miami,2020,0,5,3,6,2,3.0,2.0,0.23,0.48,0.26,0.54,1,0,0.8,0.6000000000000001,0.6,0.7
4243,2019-11-07,21900115,L.A. Clippers,Portland,2020,1,6,3,3,5,1.0,3.0,0.58,0.65,0.51,0.6,0,0,0.6000000000000001,0.4,0.5,0.4
4244,2019-11-07,21900112,Charlotte,Boston,2020,0,4,4,6,1,2.0,2.0,0.48,0.6,0.44,0.67,1,1,0.6000000000000001,1.0,0.5,0.8999999999999999
4245,2019-11-06,21900103,Detroit,New York,2020,1,4,5,1,7,2.0,3.0,0.5,0.21,0.48,0.35,0,0,0.4,0.2,0.4,0.1
4246,2019-11-06,21900104,Indiana,Washington,2020,1,4,4,2,5,1.0,2.0,0.58,0.39,0.58,0.52,0,1,0.6000000000000001,0.4,0.5,0.4
4247,2019-11-06,21900105,Atlanta,Chicago,2020,0,3,4,3,6,1.0,1.0,0.35,0.27,0.29,0.33,1,0,0.4,0.2,0.4,0.4
4248,2019-11-06,21900106,Toronto,Sacramento,2020,1,5,2,2,6,4.0,3.0,0.71,0.48,0.72,0.33,0,1,0.6000000000000001,0.4,0.6,0.4
4249,2019-11-06,21900107,Houston,Golden State,2020,1,5,3,2,6,2.0,2.0,0.65,0.69,0.79,0.71,1,1,0.6000000000000001,0.4,0.6,0.30000000000000004
4250,2019-11-06,21900108,Memphis,Minnesota,2020,1,2,5,4,3,2.0,2.0,0.4,0.44,0.27,0.57,0,0,0.2,0.6000000000000001,0.30000000000000004,0.5
4251,2019-11-06,21900109,Dallas,Orlando,2020,1,5,2,2,6,3.0,1.0,0.4,0.51,0.29,0.3,1,0,0.6000000000000001,0.2,0.6,0.2
4252,2019-11-06,21900110,Utah,Philadelphia,2020,1,5,3,5,2,3.0,2.0,0.61,0.62,0.58,0.63,0,0,0.6000000000000001,0.8,0.4,0.7999999999999999
4253,2019-11-06,21900111,L.A. Clippers,Milwaukee,2020,0,5,3,6,2,3.0,2.0,0.58,0.73,0.51,0.54,1,1,0.6000000000000001,0.8,0.5,0.7999999999999999
4254,2019-11-05,21900099,Atlanta,San Antonio,2020,1,3,3,4,3,5.0,2.0,0.35,0.58,0.29,0.57,0,0,0.4,0.6000000000000001,0.30000000000000004,0.6
4255,2019-11-05,21900102,Denver,Miami,2020,1,5,2,5,2,3.0,2.0,0.66,0.48,0.56,0.54,1,1,0.6000000000000001,0.8,0.7999999999999999,0.7999999999999999
4256,2019-11-05,21900101,Oklahoma City,Orlando,2020,1,3,4,2,5,3.0,3.0,0.6,0.51,0.58,0.3,1,0,0.4,0.2,0.30000000000000004,0.30000000000000004
4257,2019-11-05,21900100,Chicago,L.A. Lakers,2020,0,2,6,6,1,2.0,2.0,0.27,0.45,0.33,0.43,0,1,0.2,1.0,0.4,0.7
4258,2019-11-05,21900098,Cleveland,Boston,2020,0,2,5,5,1,2.0,4.0,0.23,0.6,0.61,0.67,0,1,0.4,0.8,0.2,0.7999999999999999
4259,2019-11-05,21900097,Charlotte,Indiana,2020,1,4,3,3,4,3.0,2.0,0.48,0.58,0.44,0.58,1,1,0.4,0.6000000000000001,0.4,0.6
4260,2019-11-04,21900091,Washington,Detroit,2020,1,2,4,3,5,2.0,2.0,0.39,0.5,0.52,0.48,0,1,0.2,0.4,0.30000000000000004,0.5
4261,2019-11-04,21900092,Brooklyn,New Orleans,2020,1,3,4,1,6,2.0,2.0,0.51,0.4,0.34,0.58,0,0,0.4,0.2,0.4,0.5
4262,2019-11-04,21900093,Memphis,Houston,2020,0,1,5,4,3,2.0,1.0,0.4,0.65,0.27,0.79,0,0,0.2,0.6000000000000001,0.30000000000000004,0.5
4263,2019-11-04,21900094,Minnesota,Milwaukee,2020,0,4,2,5,2,2.0,2.0,0.44,0.73,0.57,0.54,1,1,0.8,0.6000000000000001,0.5,0.7999999999999999
4264,2019-11-04,21900095,Phoenix,Philadelphia,2020,1,5,2,5,1,2.0,2.0,0.23,0.62,0.26,0.63,1,1,0.6000000000000001,1.0,0.6,0.7999999999999999
4265,2019-11-04,21900096,Golden State,Portland,2020,1,2,5,3,4,2.0,2.0,0.69,0.65,0.71,0.6,0,0,0.2,0.6000000000000001,0.30000000000000004,0.4
4266,2019-11-03,21900087,New York,Sacramento,2020,0,1,6,2,5,2.0,2.0,0.21,0.48,0.35,0.33,0,1,0.2,0.2,0.2,0.30000000000000004
4267,2019-11-03,21900090,L.A. Clippers,Utah,2020,1,5,2,4,3,3.0,2.0,0.58,0.61,0.51,0.58,1,0,0.6000000000000001,0.6000000000000001,0.4,0.4
4268,2019-11-03,21900089,Cleveland,Dallas,2020,0,2,4,4,2,2.0,2.0,0.23,0.4,0.61,0.29,0,0,0.4,0.6000000000000001,0.2,0.5
4269,2019-11-03,21900088,San Antonio,L.A. Lakers,2020,0,4,2,5,1,2.0,2.0,0.58,0.45,0.57,0.43,1,1,0.8,0.8,0.6,0.6
4270,2019-11-03,21900086,Miami,Houston,2020,1,5,1,3,3,3.0,2.0,0.48,0.65,0.54,0.79,1,0,0.8,0.6000000000000001,0.7999999999999999,0.6
4271,2019-11-03,21900085,Indiana,Chicago,2020,1,3,3,2,5,2.0,2.0,0.58,0.27,0.58,0.33,1,1,0.4,0.4,0.5,0.4
4272,2019-11-02,21900083,Golden State,Charlotte,2020,0,1,5,3,3,1.0,3.0,0.69,0.48,0.71,0.44,0,1,0.2,0.4,0.30000000000000004,0.30000000000000004
4273,2019-11-02,21900077,Oklahoma City,New Orleans,2020,1,2,4,1,5,3.0,2.0,0.6,0.4,0.58,0.58,0,1,0.2,0.2,0.2,0.6
4274,2019-11-02,21900078,Detroit,Brooklyn,2020,1,3,4,2,4,1.0,1.0,0.5,0.51,0.48,0.34,0,1,0.2,0.4,0.5,0.4
4275,2019-11-02,21900079,Orlando,Denver,2020,0,2,4,4,2,1.0,2.0,0.51,0.66,0.3,0.56,0,0,0.4,0.6000000000000001,0.4,0.7
4276,2019-11-02,21900080,Washington,Minnesota,2020,0,1,4,4,1,3.0,3.0,0.39,0.44,0.52,0.57,0,0,0.4,0.6000000000000001,0.30000000000000004,0.4
4277,2019-11-02,21900081,Memphis,Phoenix,2020,0,1,4,4,2,4.0,3.0,0.4,0.23,0.27,0.26,0,1,0.2,0.6000000000000001,0.30000000000000004,0.5
4278,2019-11-02,21900082,Milwaukee,Toronto,2020,1,4,2,4,2,1.0,3.0,0.73,0.71,0.54,0.72,1,1,0.6000000000000001,0.8,0.7999999999999999,0.7
4279,2019-11-02,21900084,Portland,Philadelphia,2020,0,3,3,5,0,3.0,3.0,0.65,0.62,0.6,0.63,1,1,0.6000000000000001,0.8,0.4,0.7999999999999999
4280,2019-11-01,21900072,Boston,New York,2020,1,4,1,1,5,2.0,2.0,0.6,0.21,0.67,0.35,1,0,0.8,0.2,0.7,0.2
4281,2019-11-01,21900075,Sacramento,Utah,2020,1,1,5,4,2,2.0,2.0,0.48,0.61,0.33,0.58,0,1,0.0,0.8,0.2,0.4
4282,2019-11-01,21900074,Dallas,L.A. Lakers,2020,0,3,2,4,1,3.0,3.0,0.4,0.45,0.29,0.43,1,1,0.8,0.6000000000000001,0.5,0.6
4283,2019-11-01,21900073,Chicago,Detroit,2020,1,2,4,2,4,2.0,2.0,0.27,0.5,0.33,0.48,0,0,0.2,0.4,0.30000000000000004,0.5
4284,2019-11-01,21900076,Golden State,San Antonio,2020,0,1,4,4,1,2.0,1.0,0.69,0.58,0.71,0.57,0,0,0.4,0.8,0.30000000000000004,0.5
4285,2019-11-01,21900071,Orlando,Milwaukee,2020,0,2,3,3,2,2.0,2.0,0.51,0.73,0.3,0.54,1,0,0.4,0.6000000000000001,0.5,0.7
4286,2019-11-01,21900070,Indiana,Cleveland,2020,1,2,3,2,3,2.0,2.0,0.58,0.23,0.58,0.61,1,1,0.2,0.4,0.4,0.2
4287,2019-11-01,21900069,Brooklyn,Houston,2020,1,2,3,3,2,2.0,2.0,0.51,0.65,0.34,0.79,0,1,0.2,0.8,0.30000000000000004,0.6
4288,2019-10-31,21900066,Atlanta,Miami,2020,0,2,3,4,1,2.0,2.0,0.35,0.48,0.29,0.54,0,1,0.4,0.6000000000000001,0.30000000000000004,0.7
4289,2019-10-31,21900067,New Orleans,Denver,2020,1,1,4,3,2,3.0,2.0,0.4,0.66,0.58,0.56,0,0,0.2,0.8,0.5,0.7
4290,2019-10-31,21900068,L.A. Clippers,San Antonio,2020,1,4,2,3,1,1.0,3.0,0.58,0.58,0.51,0.57,0,1,0.6000000000000001,1.0,0.4,0.6
4291,2019-10-30,21900063,Utah,L.A. Clippers,2020,1,4,1,3,2,2.0,2.0,0.61,0.58,0.58,0.51,1,1,0.6000000000000001,0.6000000000000001,0.4,0.4
4292,2019-10-30,21900055,Cleveland,Chicago,2020,1,2,2,1,4,2.0,2.0,0.23,0.27,0.61,0.33,0,0,0.2,0.4,0.1,0.30000000000000004
4293,2019-10-30,21900056,Orlando,New York,2020,1,2,2,1,4,2.0,2.0,0.51,0.21,0.3,0.35,0,1,0.2,0.2,0.4,0.30000000000000004
4294,2019-10-30,21900057,Philadelphia,Minnesota,2020,1,4,0,3,1,2.0,3.0,0.62,0.44,0.63,0.57,1,1,0.8,0.8,0.7,0.4
